Lemma;Wordlist;Rank;SFI;U;D;F;Rank;Coverage;Cumulative
catch;1 - NGSL;683;61.44907830887060000000;139.60720451171600000000;0.9314;41,174;730;0.0002;0.78824027030768300000
thus;1 - NGSL;684;61.43275055622310000000;139.08332212155800000000;0.7448;49,584;600;0.0002;0.76692932521386200000
skill;1 - NGSL;685;61.42930639687880000000;138.97306623552700000000;0.9120;41,747;716;0.0002;0.78612077354331500000
attempt;1 - NGSL;686;61.42231999354280000000;138.74968293184000000000;0.9062;41,916;711;0.0002;0.78535642173314500000
son;1 - NGSL;687;61.41868829777070000000;138.63370494221900000000;0.9533;40,072;744;0.0001;0.79032320089838900000
simple;1 - NGSL;688;61.41440898296330000000;138.49716968689600000000;0.9652;39,602;750;0.0001;0.79119770442349600000
medium;1 - NGSL;689;61.41313607643080000000;138.45658245260200000000;0.9091;41,725;717;0.0002;0.78627326965485600000
average;1 - NGSL;690;61.40609812326980000000;138.23238853891400000000;0.8915;42,386;700;0.0002;0.78366242658157500000
stock;1 - NGSL;691;61.39850869412580000000;137.99103415285800000000;0.8185;45,636;656;0.0002;0.77664527369468600000
management;1 - NGSL;692;61.39322289899390000000;137.82318752447300000000;0.8033;46,270;648;0.0002;0.77530284375479800000
character;1 - NGSL;693;61.38383658898420000000;137.52563499840600000000;0.9774;38,900;763;0.0001;0.79306063858668700000
bed;1 - NGSL;694;61.37731110909230000000;137.31915139519200000000;0.8563;43,506;676;0.0002;0.77989882620353200000
hit;1 - NGSL;695;61.37667752600230000000;137.29911965409400000000;0.9115;41,289;726;0.0002;0.78763782934801800000
establish;1 - NGSL;696;61.37170506374110000000;137.14200874644000000000;0.8449;44,033;671;0.0002;0.77910028748797300000
indeed;1 - NGSL;697;61.35944295989220000000;136.75534075360400000000;0.9549;39,469;751;0.0001;0.79134195532886200000
final;1 - NGSL;698;61.35845185961210000000;136.72413547750600000000;0.9579;39,365;754;0.0001;0.79177403921839700000
economy;1 - NGSL;699;61.35315057506450000000;136.55734281049600000000;0.8981;41,635;719;0.0002;0.78657775751692200000
fit;1 - NGSL;700;61.35153258362020000000;136.50647698816900000000;0.9748;38,697;766;0.0001;0.79348527766905100000
guy;1 - NGSL;701;61.32776169452950000000;135.76135673103800000000;0.7946;46,060;651;0.0002;0.77580849856645000000
function;1 - NGSL;702;61.31823386836160000000;135.46384138014600000000;0.7306;49,109;605;0.0002;0.76783034424020900000
yesterday;1 - NGSL;703;61.31761640086950000000;135.44458288711700000000;0.8496;43,315;679;0.0002;0.78037404026951500000
image;1 - NGSL;704;61.30939570248240000000;135.18844426249600000000;0.9310;39,887;748;0.0001;0.79090771511324500000
size;1 - NGSL;705;61.30277746384690000000;134.98258670687000000000;0.9254;40,039;746;0.0001;0.79061592764632800000
behavior;1 - NGSL;706;61.30163990060780000000;134.94723486000400000000;0.8124;44,731;665;0.0002;0.77812819376105900000
addition;1 - NGSL;707;61.29909104014530000000;134.86805799487600000000;0.8397;43,512;675;0.0002;0.77973982091105300000
determine;1 - NGSL;708;61.28592189189140000000;134.45971586609600000000;0.8582;42,609;695;0.0002;0.78288571792651200000
station;1 - NGSL;709;61.28104322673490000000;134.30875479132900000000;0.9718;38,180;775;0.0001;0.79474775542353200000
population;1 - NGSL;710;61.27939404512570000000;134.25776232262200000000;0.8835;41,450;723;0.0002;0.78733590714851200000
fail;1 - NGSL;711;61.27144813388600000000;134.01234706044400000000;0.9593;38,531;769;0.0001;0.79390793220046000000
environment;1 - NGSL;712;61.26690511007980000000;133.87223407614800000000;0.9152;40,099;743;0.0001;0.79017674615467000000
production;1 - NGSL;713;61.25473778698330000000;133.49769855195500000000;0.8617;42,127;705;0.0002;0.78443480065573100000
contract;1 - NGSL;714;61.23718246808540000000;132.95915513677100000000;0.8658;41,840;714;0.0002;0.78581540853165600000
player;1 - NGSL;715;61.21673995112730000000;132.33477859598500000000;0.8871;40,732;738;0.0001;0.78943859187901200000
comment;1 - NGSL;716;61.21619600223130000000;132.31820485351600000000;0.9709;37,653;783;0.0001;0.79585658215284100000
enter;1 - NGSL;717;61.20522287329820000000;131.98430422992700000000;0.9417;38,566;767;0.0001;0.79362622829907300000
occur;1 - NGSL;718;61.19834104162160000000;131.77532747747800000000;0.8693;41,259;727;0.0002;0.78778862232743300000
alone;1 - NGSL;719;61.19642284737940000000;131.71713773037400000000;0.9512;38,140;776;0.0001;0.79488714911302700000
significant;1 - NGSL;720;61.18478512035180000000;131.36464969248100000000;0.8446;42,185;704;0.0002;0.78428083531862200000
drug;1 - NGSL;721;61.17833196781700000000;131.16960078870100000000;0.9039;39,743;749;0.0001;0.79105296743106300000
wall;1 - NGSL;722;61.17400881078050000000;131.03909380361700000000;0.9217;38,992;761;0.0001;0.79277623379551200000
series;1 - NGSL;723;61.17258337575080000000;130.99609140038200000000;0.9101;39,456;752;0.0001;0.79148615872195900000
direct;1 - NGSL;724;61.16069504215080000000;130.63799436254100000000;0.9212;38,917;762;0.0001;0.79291846725681400000
success;1 - NGSL;725;61.14677498216750000000;130.21994219211400000000;0.9461;37,894;781;0.0001;0.79558124489558400000
tomorrow;1 - NGSL;726;61.13980628208330000000;130.01115850043000000000;0.8362;42,123;707;0.0002;0.78474270940121100000
director;1 - NGSL;727;61.13063109945360000000;129.73677856088300000000;0.8588;41,129;731;0.0002;0.78839058816440100000
clearly;1 - NGSL;728;61.12571549675050000000;129.59001784684800000000;0.9839;36,443;811;0.0001;0.79963521468203400000
lack;1 - NGSL;729;61.12083994343960000000;129.44461684697300000000;0.9455;37,683;782;0.0001;0.79571896834606200000
review;1 - NGSL;730;61.11706230056680000000;129.33207041967600000000;0.8552;41,113;732;0.0002;0.78854084754447900000
depend;1 - NGSL;731;61.10344352765910000000;128.92714118173900000000;0.9722;36,639;805;0.0001;0.79883485953585900000
race;1 - NGSL;732;61.09984656259620000000;128.82040382954000000000;0.9108;38,770;764;0.0001;0.79320233479386400000
recognize;1 - NGSL;733;61.09671631551560000000;128.72758791223400000000;0.9637;36,867;799;0.0001;0.79802986646121100000
window;1 - NGSL;734;61.09595909990120000000;128.70514552659000000000;0.8915;39,403;753;0.0001;0.79163016841118700000
purpose;1 - NGSL;735;61.08804333123000000000;128.47077177900200000000;0.8926;39,356;755;0.0001;0.79191787713249700000
department;1 - NGSL;736;61.08732751043570000000;128.44959847945900000000;0.8989;39,075;759;0.0001;0.79249121134483200000
gain;1 - NGSL;737;61.07566839653410000000;128.10522384155900000000;0.9065;38,720;765;0.0001;0.79334384826154200000
tree;1 - NGSL;738;61.07503086416220000000;128.08641972676000000000;0.9590;36,829;800;0.0001;0.79816446872105400000
college;1 - NGSL;739;61.07048521552690000000;127.95242510239700000000;0.9150;38,332;771;0.0001;0.79418862007023500000
argue;1 - NGSL;740;61.06902220479730000000;127.90932894258700000000;0.9266;37,901;780;0.0001;0.79544275028442200000
board;1 - NGSL;741;61.05811586715180000000;127.58851617403800000000;0.9659;36,468;810;0.0001;0.79950202317112000000
holiday;1 - NGSL;742;61.04675921193290000000;127.25531232661100000000;0.7689;44,194;669;0.0002;0.77877831511068500000
mark;1 - NGSL;743;61.04565938011230000000;127.22308955448300000000;0.9563;36,679;803;0.0001;0.79856700363367300000
church;1 - NGSL;744;61.02410916732680000000;126.59335703001900000000;0.9332;37,287;788;0.0001;0.79653954544514700000
machine;1 - NGSL;745;61.02079447265080000000;126.49677320251600000000;0.9604;36,328;813;0.0001;0.79990081192401900000
achieve;1 - NGSL;746;61.01771448536270000000;126.40709434439600000000;0.9048;38,249;773;0.0001;0.79446848561226600000
item;1 - NGSL;747;61.01742786227360000000;126.39875207945300000000;0.8611;39,950;747;0.0001;0.79076193650567100000
prove;1 - NGSL;748;61.01695892114340000000;126.38510457157000000000;0.9623;36,235;819;0.0001;0.80069635371180200000
cent;1 - NGSL;749;61.01678746741120000000;126.38011515285600000000;0.8144;41,901;712;0.0002;0.78550956108772100000
season;1 - NGSL;750;61.01358139267710000000;126.28685249605600000000;0.8980;38,468;770;0.0001;0.79404852466106500000
floor;1 - NGSL;751;61.01352332037140000000;126.28516384469700000000;0.9374;37,033;796;0.0001;0.79762510578150000000
stuff;1 - NGSL;752;61.01274867623870000000;126.26264057045100000000;0.7916;42,943;687;0.0002;0.78163514382296700000
wide;1 - NGSL;753;61.00921195378790000000;126.15985912725400000000;0.9508;36,552;806;0.0001;0.79896844941888000000
anyone;1 - NGSL;754;61.00868012099540000000;126.14441065970900000000;0.9570;36,343;812;0.0001;0.79976804071395100000
method;1 - NGSL;755;61.00836006693610000000;126.13511476838000000000;0.7844;43,104;684;0.0002;0.78116376728645400000
analysis;1 - NGSL;756;61.00164022637950000000;125.94009676074200000000;0.6453;50,580;584;0.0002;0.76399570936428900000
election;1 - NGSL;757;60.99433064243270000000;125.72830603355400000000;0.8266;41,199;729;0.0002;0.78808978798541500000
military;1 - NGSL;758;60.99392049641990000000;125.71643286208600000000;0.8287;41,091;733;0.0002;0.78869102651917900000
hotel;1 - NGSL;759;60.99204847223320000000;125.66225453434500000000;0.8508;40,055;745;0.0001;0.79046959351067800000
club;1 - NGSL;760;60.98948600510940000000;125.58813192131400000000;0.8706;39,262;757;0.0001;0.79220502667094000000
below;1 - NGSL;761;60.98931799622020000000;125.58327357857800000000;0.9010;38,132;777;0.0001;0.79502651356420200000
movie;1 - NGSL;762;60.98923693496190000000;125.58092958306400000000;0.8439;40,382;741;0.0001;0.78988304723259900000
doctor;1 - NGSL;763;60.98283533380850000000;125.39595674769100000000;0.9651;35,867;823;0.0001;0.80122153241147800000
discussion;1 - NGSL;764;60.98249885922640000000;125.38624192986900000000;0.9320;36,980;797;0.0001;0.79776025991462900000
sorry;1 - NGSL;765;60.97753750608350000000;125.24308325449900000000;0.7733;43,304;680;0.0002;0.78053230729442000000
challenge;1 - NGSL;766;60.97743070114300000000;125.24000322099100000000;0.9404;36,650;804;0.0001;0.79870095168611100000
nation;1 - NGSL;767;60.96348243996550000000;124.83841441075300000000;0.8169;41,321;725;0.0002;0.78748692672490500000
nearly;1 - NGSL;768;60.95816955542820000000;124.68578835073600000000;0.9794;35,203;838;0.0001;0.80316973647948300000
statement;1 - NGSL;769;60.95460320961770000000;124.58344072051300000000;0.8226;41,066;734;0.0002;0.78884111412412900000
link;1 - NGSL;770;60.94851655872800000000;124.40895893154900000000;0.9183;37,157;791;0.0001;0.79694741635112300000
despite;1 - NGSL;771;60.94409672659230000000;124.28241184617700000000;0.9428;36,271;817;0.0001;0.80043144722512200000
introduce;1 - NGSL;772;60.94386860697560000000;124.27588389964400000000;0.9437;36,247;818;0.0001;0.80056392239720200000
advantage;1 - NGSL;773;60.93904509604800000000;124.13793296002200000000;0.9129;37,252;789;0.0001;0.79667569368114700000
ready;1 - NGSL;774;60.93868907422790000000;124.12775691514800000000;0.9604;35,653;829;0.0001;0.80200457481756100000
marry;1 - NGSL;775;60.92598493111310000000;123.76518436487300000000;0.9366;36,321;814;0.0001;0.80003355755055700000
strike;1 - NGSL;776;60.92578318170560000000;123.75943504645300000000;0.9575;35,645;830;0.0001;0.80213484980607800000
mile;1 - NGSL;777;60.91998217883540000000;123.59423617757700000000;0.9302;36,504;808;0.0001;0.79923540624273400000
seek;1 - NGSL;778;60.91507964504100000000;123.45479552743500000000;0.8792;38,326;772;0.0001;0.79432869355066400000
ability;1 - NGSL;779;60.90432666331170000000;123.14950380937900000000;0.9423;35,968;820;0.0001;0.80082780919748000000
unit;1 - NGSL;780;60.89907180039790000000;123.00058586619100000000;0.9183;36,737;801;0.0001;0.79829873474022000000
card;1 - NGSL;781;60.88524855066520000000;122.60970713158200000000;0.9480;35,616;832;0.0001;0.80239520607924400000
hospital;1 - NGSL;782;60.88314647856740000000;122.55037594254400000000;0.9912;34,240;854;0.0001;0.80520524251552600000
quickly;1 - NGSL;783;60.86448962191760000000;122.02504098361900000000;0.9676;34,818;848;0.0001;0.80444824414277800000
interview;1 - NGSL;784;60.86396939932150000000;122.01042500658100000000;0.9821;34,366;853;0.0001;0.80508010250691800000
agreement;1 - NGSL;785;60.85467377211390000000;121.74955351065300000000;0.8606;38,547;768;0.0001;0.79376710948808600000
release;1 - NGSL;786;60.85306293016970000000;121.70440374964000000000;0.9357;35,771;824;0.0001;0.80135226790353200000
tax;1 - NGSL;787;60.85007784985120000000;121.62078016942100000000;0.8189;40,261;742;0.0001;0.79003019273162200000
solution;1 - NGSL;788;60.84921712395190000000;121.59667860078900000000;0.9132;36,482;809;0.0001;0.79936874029045700000
capital;1 - NGSL;789;60.82878748000980000000;121.02601901487000000000;0.8036;40,688;739;0.0001;0.78958729797335300000
popular;1 - NGSL;790;60.82130346664900000000;120.81763958573600000000;0.9223;35,938;821;0.0001;0.80095915503945800000
specific;1 - NGSL;791;60.81950698179340000000;120.76767298850200000000;0.8909;37,041;795;0.0001;0.79748975794450400000
beautiful;1 - NGSL;792;60.81599898455840000000;120.67016274494300000000;0.8564;38,232;774;0.0001;0.79460821554243800000
fear;1 - NGSL;793;60.81215420376800000000;120.56338150835900000000;0.9490;34,988;842;0.0001;0.80368240848787900000
aim;1 - NGSL;794;60.81195077775910000000;120.55773438316100000000;0.8859;37,133;793;0.0001;0.79721887953101100000
television;1 - NGSL;795;60.80754053790460000000;120.43537071637300000000;0.9275;35,661;828;0.0001;0.80187427059072300000
serious;1 - NGSL;796;60.80503400075400000000;120.36588131545500000000;0.9839;33,849;868;0.0001;0.80694773673001200000
target;1 - NGSL;797;60.79622238273000000000;120.12191254078300000000;0.9260;35,621;831;0.0001;0.80226503707963600000
degree;1 - NGSL;798;60.77960390158350000000;119.66313875273800000000;0.9655;34,215;858;0.0001;0.80570555036945000000
pull;1 - NGSL;799;60.77496686308850000000;119.53544050180700000000;0.8722;37,313;787;0.0001;0.79640326929149700000
red;1 - NGSL;800;60.76987999836170000000;119.39551133591300000000;0.9621;34,232;855;0.0001;0.80533035328581400000
husband;1 - NGSL;801;60.76836192707860000000;119.35378406782500000000;0.9624;34,216;857;0.0001;0.80558050173059100000
access;1 - NGSL;802;60.76687773048370000000;119.31300201295900000000;0.9166;35,713;826;0.0001;0.80161348305234100000
movement;1 - NGSL;803;60.75157959858230000000;118.89345833534300000000;0.9306;35,099;839;0.0001;0.80329801595267600000
treat;1 - NGSL;804;60.74043247270050000000;118.58868335143000000000;0.9689;33,800;870;0.0001;0.80719494672365200000
identify;1 - NGSL;805;60.72744412263590000000;118.23455257988700000000;0.8651;37,190;790;0.0001;0.79681161532017000000
loss;1 - NGSL;806;60.71794300542530000000;117.97617203633900000000;0.8767;36,723;802;0.0001;0.79843294959232600000
shall;1 - NGSL;807;60.71625662869300000000;117.93037047589300000000;0.7535;41,844;713;0.0002;0.78566249211926900000
modern;1 - NGSL;808;60.69886597309440000000;117.45908065105000000000;0.8928;35,923;822;0.0001;0.80109044605958700000
pressure;1 - NGSL;809;60.69643934028560000000;117.39346838683200000000;0.9532;33,949;864;0.0001;0.80645229705633000000
bus;1 - NGSL;810;60.69460597013940000000;117.34392130138800000000;0.8098;38,994;760;0.0001;0.79263372622496200000
treatment;1 - NGSL;811;60.69237075836930000000;117.28354267820200000000;0.8029;39,306;756;0.0001;0.79206153230709800000
yourself;1 - NGSL;812;60.66966955954050000000;116.67208417128000000000;0.9439;34,020;862;0.0001;0.80620410392418700000
supply;1 - NGSL;813;60.65679012273380000000;116.32659399385800000000;0.9131;34,924;846;0.0001;0.80419340294767800000
village;1 - NGSL;814;60.64616672428160000000;116.04239200670600000000;0.9012;35,207;837;0.0001;0.80304107690813300000
worth;1 - NGSL;815;60.64422222159110000000;115.99044701419100000000;0.9879;32,502;894;0.0001;0.81009702539056500000
natural;1 - NGSL;816;60.64251121323360000000;115.94475876728900000000;0.9504;33,602;873;0.0001;0.80756417188047500000
express;1 - NGSL;817;60.63902161042420000000;115.85163332692100000000;0.9401;33,899;866;0.0001;0.80670023435317400000
indicate;1 - NGSL;818;60.63874721863170000000;115.84431393087400000000;0.8457;37,143;792;0.0001;0.79708316621501700000
attend;1 - NGSL;819;60.63448307619970000000;115.73062742374300000000;0.8231;37,926;779;0.0001;0.79530423008973000000
brother;1 - NGSL;820;60.63232855365720000000;115.67322802845400000000;0.9468;33,632;872;0.0001;0.80744136362786800000
investment;1 - NGSL;821;60.62932538175440000000;115.59326696043800000000;0.4925;59,529;509;0.0002;0.74891488372062800000
score;1 - NGSL;822;60.62378962276290000000;115.44601921887200000000;0.8805;35,759;825;0.0001;0.80148295953810600000
organize;1 - NGSL;823;60.61897000910490000000;115.31797324752500000000;0.8881;35,437;834;0.0001;0.80265444764146900000
trip;1 - NGSL;824;60.61750175837910000000;115.27899345678100000000;0.9020;34,955;844;0.0001;0.80393801718887200000
beyond;1 - NGSL;825;60.61522244316360000000;115.21850725786200000000;0.9505;33,394;876;0.0001;0.80793081675557800000
sleep;1 - NGSL;826;60.61477098473420000000;115.20653066939800000000;0.9100;34,656;850;0.0001;0.80470214971164500000
fish;1 - NGSL;827;60.60275390935670000000;114.88819092938200000000;0.9577;33,076;883;0.0001;0.80877934568836100000
promise;1 - NGSL;828;60.60088538675460000000;114.83877169505700000000;0.9700;32,695;890;0.0001;0.80962001316791700000
potential;1 - NGSL;829;60.59456871090730000000;114.67186374521800000000;0.8817;35,495;833;0.0001;0.80252493284926500000
energy;1 - NGSL;830;60.59416145642120000000;114.66111103172300000000;0.9556;33,079;882;0.0001;0.80865845985527900000
